,Epoch,Learning Rate,Train Loss,Valid Loss,Train Acc.,Valid Acc.,Unnamed: 6,Train Loss Std,Valid Loss Std,Train Acc. Std,Valid Acc. Std
0,0.0,0.001,0.2157106666666667,0.13866233333333333,93.45388866666667,95.85000000000001,,0.0007311746257449833,0.027872539431012266,0.08382073905862504,0.7076015828133779
1,1.0,0.001,0.11901366666666667,0.10592233333333334,96.50111133333333,96.96,,0.0012612225550367136,0.009205223317950161,0.04726786748239398,0.269629375254253
2,2.0,0.001,0.09677766666666666,0.10148333333333333,97.16777766666667,97.08666666666666,,0.00302905601356815,0.027263338759831543,0.08357149744579492,0.7748763342194315
3,3.0,0.001,0.08124966666666666,0.10298866666666666,97.568889,97.22666666666667,,0.002050837958819102,0.021725035151486716,0.07099128011241498,0.32593455375786207
4,4.0,0.001,0.07205666666666666,0.12671666666666667,97.853333,96.33333333333333,,0.0038141134400189675,0.050355673626050645,0.06726812023537444,1.231638475094598
5,5.0,0.001,0.068898,0.09063866666666669,97.90666666666665,97.49666666666667,,0.0036741857601378888,0.018946585505925168,0.12603978428389842,0.3611555528208494
6,6.0,0.001,0.06437833333333333,0.10149466666666666,98.11000000000001,97.35666666666667,,0.0003145621295282243,0.04049111619026244,0.019220793141800543,0.6848600830340003
7,7.0,0.001,0.05646600000000001,0.09157633333333333,98.253889,97.61,,0.0021111056344958233,0.010831082925235741,0.05110824750468665,0.180277563773203
8,8.0,0.001,0.05772766666666667,0.09564766666666667,98.271111,97.44333333333333,,0.003107348762745069,0.011948061614058293,0.11933038947392374,0.2542308662089058
9,9.0,0.001,0.05592066666666667,0.08345666666666667,98.28444433333334,97.72333333333334,,0.0044970231635308834,0.008351132158775434,0.1241005289929631,0.2500666577801474
10,10.0,0.001,0.05481466666666667,0.09577766666666666,98.356667,97.45333333333333,,0.0012358646096289594,0.012819980746215395,0.027838821814154143,0.24110855093367026
11,11.0,0.001,0.051975999999999994,0.09249033333333334,98.41833366666667,97.54333333333334,,0.0018996549686719443,0.013148523009575381,0.048562674281118594,0.32347076117221396
12,12.0,0.001,0.049747999999999994,0.11482999999999999,98.49666666666667,97.16666666666667,,0.0021559561683856146,0.01713555114374791,0.08368283708344486,0.378197479279451
13,13.0,0.001,0.050674666666666666,0.09712833333333333,98.45111100000001,97.5,,0.003045546639494023,0.017889255779191413,0.05968289506215188,0.363730669589464
14,14.0,0.001,0.04864433333333334,0.126479,98.536111,97.04666666666667,,0.000432576390170953,0.03761633012402991,0.03172541334640657,0.573614272253867
15,15.0,0.001,0.051071,0.10282966666666667,98.501111,97.37,,0.002380226249750222,0.021614400392639472,0.0639514022676556,0.3278719262151031
16,16.0,0.001,0.047973999999999996,0.10673933333333334,98.54833333333333,97.48,,0.0021707298311858156,0.02343415529378718,0.06966180605132993,0.5011985634456668
17,17.0,0.001,0.04564666666666667,0.08417066666666667,98.643889,97.95666666666666,,0.0012949167283394438,0.0005475731305801404,0.034332316598212155,0.11930353445449576
18,18.0,0.001,0.045047000000000004,0.116865,98.65555566666667,97.18,,0.0037347378756748097,0.028274682615371652,0.11811408170210755,0.5173973328110637
19,19.0,0.001,0.046393,0.117185,98.57999966666665,97.05666666666666,,0.0029551194561303253,0.03257288892622207,0.08281505499203519,0.712483917947155
20,20.0,0.001,0.047328666666666665,0.10437733333333334,98.60166666666667,97.52333333333333,,0.0022222093360737515,0.025118810189444337,0.04226236176946964,0.364600237703342
21,21.0,0.001,0.043778333333333336,0.095043,98.68333333333334,97.53000000000002,,0.0019148713620850202,0.007146491656750186,0.04603756316675931,0.18357559750686075
22,22.0,0.001,0.04543733333333333,0.099126,98.68277799999998,97.47333333333334,,0.0010822889324636601,0.0043009891885472116,0.026683852101970898,0.17616280348965221
23,23.0,0.001,0.046239333333333334,0.09947266666666667,98.68055566666668,97.60333333333334,,0.006661143470406063,0.01242847634802164,0.16574174243482934,0.200333056017554
24,24.0,0.001,0.04484133333333334,0.092636,98.69222233333335,97.82666666666667,,0.0023813242814310987,0.010871687265553582,0.033513449484248316,0.2872861523522051
25,25.0,0.001,0.039062000000000006,0.15938300000000002,98.81777766666666,96.47666666666667,,0.002691350776097389,0.056538853225016866,0.0400115631453436,1.0420332688227039
26,26.0,0.001,0.04548333333333333,0.10779166666666666,98.668889,97.39333333333333,,0.004919107371600392,0.03677011675713491,0.15657212986991173,0.8367994582534853
27,27.0,0.001,0.04047933333333333,0.11825566666666666,98.76444433333332,97.25333333333333,,0.0030306491603835197,0.030695135320329404,0.07253988685773517,0.48387326164330857
28,28.0,0.001,0.04483666666666667,0.1562043333333333,98.68666633333333,96.64666666666666,,0.003328971663041508,0.06729100113933015,0.10866615541801809,1.3266624790553676
29,29.0,0.001,0.04145166666666667,0.104329,98.78722199999999,97.45333333333333,,0.005606274550299276,0.008274182799527702,0.14478253680260814,0.24583192089989564
30,30.0,0.001,0.043957,0.11911666666666666,98.73055533333333,97.57666666666667,,0.0035717912872954916,0.040936363203554524,0.12202401934182619,0.45610671265980796
31,31.0,0.001,0.041055,0.11255666666666665,98.79666666666667,97.57,,0.002608468707882077,0.019143741153006984,0.07120022628007076,0.23579652245102842
32,32.0,0.001,0.04237766666666667,0.10207499999999999,98.73444433333333,97.55333333333333,,0.0031501762384560845,0.009695114027178847,0.08253505428200689,0.2722743714221612
33,33.0,0.001,0.03808066666666667,0.10230766666666667,98.841111,97.61666666666667,,0.002401416734624236,0.010443522410247093,0.013977409023130133,0.09712534856222159
34,34.0,0.001,0.04220533333333334,0.13293566666666667,98.747778,97.02333333333335,,0.002421716195868818,0.05245457364552049,0.08353869141302032,1.032101416205466
35,35.0,0.001,0.04220933333333333,0.08949499999999999,98.74833366666667,97.92,,0.006273854025504048,0.0038690731448242257,0.17148858076656998,0.13892443989449546
36,36.0,0.001,0.038726666666666666,0.11148100000000001,98.833889,97.56333333333333,,0.0021176253996713743,0.013657786167604179,0.031460957582369026,0.08082903768654794
37,37.0,0.001,0.04036633333333333,0.09697466666666665,98.80444433333332,97.78000000000002,,0.00393297372649924,0.006458815861544071,0.07800154675603072,0.12165525060596472
38,38.0,0.001,0.04195433333333334,0.09661566666666666,98.76277766666668,97.82,,0.0026374552760821015,0.011721433629609193,0.02694336996987465,0.2007485989988424
39,39.0,0.001,0.041912,0.10610066666666666,98.788889,97.66000000000001,,0.0038256062264692115,0.008017821483004797,0.11025670887524994,0.17349351572897706
40,40.0,0.001,0.04002833333333333,0.09918633333333333,98.81166633333333,97.77666666666666,,0.0007840448541590795,0.00743464890451011,0.011547005383790217,0.09609023536932863
41,41.0,0.001,0.038969333333333335,0.11314233333333333,98.875,97.34666666666668,,0.002380864198843211,0.016256035504800467,0.10268602090352914,0.3178574103797708
42,42.0,0.001,0.041299999999999996,0.11090266666666666,98.75833333333333,97.37333333333333,,0.0037445485709228,0.006237331186760353,0.06418323162893834,0.2742869543622713
43,43.0,0.001,0.042036333333333335,0.094607,98.72444433333332,97.75,,0.0005855137345385957,0.007889085688468595,0.04491743866621192,0.12288205727444608
44,44.0,0.001,0.038098,0.09129433333333332,98.86444466666667,97.86666666666667,,0.0028431519481026705,0.00822102799735734,0.07075635163243389,0.19139836293274248
