,Epoch,Learning Rate,Train Loss,Valid Loss,Train Acc.,Valid Acc.,Unnamed: 6,Train Loss Std,Valid Loss Std,Train Acc. Std,Valid Acc. Std
0,0.0,0.001,0.47018566666666667,0.3318893333333333,86.916111,90.72333333333331,,0.005717155965454635,0.0027974855376450857,0.12686742278063756,0.1266227994214815
1,1.0,0.001,0.32448866666666665,0.2929553333333333,90.88388866666666,91.66000000000001,,0.0019407473646338863,0.0026315946369707766,0.0732068732861462,0.22715633383200642
2,2.0,0.001,0.29793200000000003,0.28188633333333335,91.58388866666667,91.92666666666666,,0.0011158404903927584,0.002983362923503168,0.038526241658561396,0.09865765724632981
3,3.0,0.001,0.28547799999999995,0.27465866666666666,91.958333,92.26333333333334,,0.0006147495424967606,0.0008149615532854111,0.013228756555324349,0.03785938897200493
4,4.0,0.001,0.2780993333333333,0.2724246666666667,92.20055533333334,92.18666666666667,,0.00031941248149270463,0.0030329777996769567,0.03172493177823019,0.162583311976759
5,5.0,0.001,0.2730363333333333,0.27676833333333334,92.303333,91.99333333333334,,0.0007920229373782606,0.002962447692927785,0.015000000000000568,0.24542480178933762
6,6.0,0.001,0.26927999999999996,0.27296966666666667,92.43722233333334,92.41333333333334,,0.0008101907182879824,0.00511900862797995,0.06101746714124453,0.13051181300301223
7,7.0,0.001,0.2655326666666667,0.2693453333333333,92.57333333333334,92.42666666666666,,0.000827768284807613,0.002177314247722004,0.04252450274057583,0.13576941236277326
8,8.0,0.001,0.2633596666666667,0.27335666666666664,92.66000000000001,92.29666666666667,,0.0003758355136669966,0.0027152179163620104,0.02027557370334104,0.1686218649325515
9,9.0,0.001,0.2607026666666667,0.2694913333333333,92.73555566666668,92.46666666666665,,0.0005762259394832259,0.003818117642678547,0.07020502250788906,0.1474222959166401
10,10.0,0.001,0.2600713333333334,0.27125333333333335,92.74833333333333,92.51666666666667,,0.0003415645375816079,0.003486246453326748,0.00833350000500611,0.09291573243177989
11,11.0,0.001,0.2580073333333333,0.2716876666666666,92.82555533333334,92.35000000000001,,0.0007342399698554762,0.004959244532520388,0.04914057688238379,0.28618176042508636
12,12.0,0.001,0.256415,0.27329699999999996,92.88,92.39,,0.000952325574580465,0.006252395700849427,0.036553165239145285,0.1417744687875756
13,13.0,0.001,0.255121,0.27575266666666665,92.91833333333334,92.30666666666667,,0.0008543670171536608,0.0071305905318797365,0.046756199827758214,0.3435597958628683
14,14.0,0.001,0.2547806666666667,0.271216,92.922778,92.43666666666667,,0.0004132134234670432,0.004755301988307373,0.054271106152347405,0.1514375558880066
15,15.0,0.001,0.25409333333333334,0.272196,92.90611133333334,92.59333333333332,,0.0004200206344137974,0.0011854910375030101,0.050009112133021956,0.10066445913694494
16,16.0,0.001,0.25300133333333336,0.272469,92.98055566666666,92.41666666666667,,0.00041311297889724574,0.003697341883028947,0.017821091333957532,0.29143323992525944
17,17.0,0.001,0.25061266666666665,0.27437300000000003,93.01555566666667,92.38666666666666,,0.00046165391077442584,0.001486672795204121,0.015123332481082925,0.0873689494805345
18,18.0,0.001,0.25066666666666665,0.2737823333333333,93.01611133333334,92.55,,0.000651007168419331,0.0021434542993339963,0.017347083222644385,0.1113552872565987
19,19.0,0.001,0.250308,0.271163,93.00555566666667,92.55333333333333,,0.0005931163460907344,0.0033802644866933024,0.05276619463571269,0.135769412362771
20,20.0,0.001,0.24885,0.2728313333333333,93.11944433333333,92.52,,0.00034394767043840503,0.002989443816721314,0.021103677057170242,0.0899999999999963
21,21.0,0.001,0.248418,0.27492066666666665,93.08611133333333,92.37,,0.0007640706773591182,0.0034263993248501066,0.03583652182248655,0.21702534414210709
22,22.0,0.001,0.24822166666666665,0.2805603333333333,93.07611133333334,92.35000000000001,,0.00039233319173037943,0.002274676313969381,0.008221392603038283,0.00999999999999801
23,23.0,0.001,0.24805333333333332,0.2732143333333334,93.11888900000001,92.48666666666668,,0.0006413348059581282,0.002057063521949017,0.056083669307556754,0.06658328118479243
24,24.0,0.001,0.2472553333333333,0.27181000000000005,93.10277766666667,92.55,,0.0006659582068968956,0.0018444286378171554,0.05014784438371547,0.17691806012953867
25,25.0,0.001,0.24653733333333336,0.271959,93.15666666666668,92.59333333333332,,0.0010253045076138796,0.0035750162237393837,0.046397707080554414,0.10969655114602758
26,26.0,0.001,0.24575299999999997,0.27362933333333334,93.13166666666666,92.53000000000002,,0.00019279782156445536,0.0019889958102855083,0.046756199827765556,0.17349351572897706
27,27.0,0.001,0.24615866666666666,0.2766933333333333,93.15888866666667,92.23333333333333,,0.0005936685382714241,0.004440292370253724,0.050999081328330545,0.24090108620206624
28,28.0,0.001,0.24593299999999998,0.27717766666666666,93.08277766666667,92.43333333333334,,0.0003153046146189588,0.004777375464973769,0.04473159046281336,0.02516611478423365
29,29.0,0.001,0.245445,0.27497866666666665,93.15444433333333,92.64666666666666,,0.000139860644929161,0.0028372617667979036,0.03083717393558195,0.205507501890647
30,30.0,0.001,0.245057,0.275725,93.15999966666665,92.45666666666666,,0.0008170048959461665,0.004998007502995543,0.05008326400438915,0.17502380790433147
31,31.0,0.001,0.24439133333333332,0.27892366666666674,93.19833333333334,92.35333333333334,,0.0005808875393166369,0.008279697599147769,0.0337061896739079,0.12662279942148955
32,32.0,0.001,0.24388666666666667,0.2832906666666667,93.16666666666667,92.14999999999999,,0.0007319865663612433,0.005226898729967281,0.010137663553958336,0.22271057451319998
33,33.0,0.001,0.24405266666666667,0.27729133333333333,93.20555566666667,92.49666666666667,,0.000890760536470576,0.002807381401472437,0.03128394452963755,0.1800925687898749
34,34.0,0.001,0.242889,0.277218,93.23777766666667,92.38333333333333,,0.00031502539580168117,0.008620481251067132,0.026474802838419007,0.41860880704224385
35,35.0,0.001,0.24280466666666667,0.27553333333333335,93.22333333333334,92.49666666666667,,0.0006285334782915801,0.0016188049089786675,0.04807434058137435,0.08504900548115166
36,36.0,0.001,0.24283733333333335,0.275037,93.19777766666665,92.5,,0.0010615104018959667,0.0027258354682555704,0.05017524474612147,0.1252996408614167
37,37.0,0.001,0.24259733333333333,0.27985466666666664,93.20777766666667,92.36333333333334,,0.0004932994357723754,0.004322020862204762,0.019743639389263584,0.20404247923737387
38,38.0,0.001,0.24261266666666667,0.27924933333333335,93.166111,92.33,,0.0008473584444220436,0.004674878857610464,0.05210424024972394,0.2523885892824794
39,39.0,0.001,0.24160000000000004,0.28193966666666664,93.27333366666666,92.24666666666667,,0.0008246308264914711,0.00808951014174117,0.0436844747402682,0.2500666577801514
40,40.0,0.001,0.24142966666666665,0.281932,93.265,92.31333333333333,,0.0006232177254646312,0.0028923646035726412,0.02455186121254836,0.13576941236277484
41,41.0,0.001,0.24212666666666668,0.2767363333333333,93.23722233333335,92.57666666666667,,0.0009560252786058083,0.0029493526973444874,0.03892076947253135,0.10598742063722776
42,42.0,0.001,0.2416666666666666,0.277163,93.23888899999999,92.45333333333333,,0.00032561685050582265,0.0033042002057986756,0.04460697089020538,0.09814954576223736
43,43.0,0.001,0.24131233333333332,0.28356533333333334,93.26166666666666,92.24666666666667,,0.0013141051454633734,0.007330851269350204,0.059605051986664465,0.2802379940931174
44,44.0,0.001,0.240568,0.2784203333333333,93.25944433333332,92.49333333333334,,0.001351890158259904,0.0015239489274031823,0.03309599953669352,0.10503967504392178
